n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,-0.027597668743062402,-0.04332169878499658,0.0078125,127.4140625,False
20,-0.0409572116260502,-0.10830424696249145,0.01953125,127.4765625,False
30,-0.005065164853242982,-0.02166084939249829,0.00390625,128.2578125,False
40,-0.0086444255246264,-0.02166084939249829,0.00390625,127.6953125,False
50,-0.08602221940568903,-0.17328679513998632,0.03125,125.87109375,False
60,-0.10341064161680642,-0.15162594574748803,0.02734375,125.1171875,False
70,-0.11587787566606755,-0.30325189149497606,0.0546875,126.35546875,False
80,-0.18252481601274562,-0.34657359027997264,0.0625,123.59375,False
90,-0.15089826794155367,-0.36823443967247094,0.06640625,126.01171875,False
100,-0.1704726893242938,-0.36823443967247094,0.06640625,124.62109375,False
200,-0.4126042995791392,-0.7947681918410594,0.16015625,117.58984375,False
300,-0.40826483116885776,-0.8721099915492752,0.16796875,118.72265625,False
400,-0.6884710231282504,-1.3922311804704546,0.29296875,111.07421875,False
500,-0.7112251216302041,-1.5164450579141682,0.328125,111.765625,False
600,-0.7595890409885,-1.4053213774867417,0.34375,108.09375,False
700,-0.9552666531937294,-1.7924688495244965,0.43359375,101.08984375,False
800,-1.0986237905925953,-2.175185065376827,0.5859375,97.5234375,False
900,-1.005774275086825,-2.0962145707423696,0.625,100.35546875,False
1000,-1.1836757222022931,-2.308755370362049,0.66015625,94.875,False
2000,-1.6471139129950316,-2.9762645247025326,1.28515625,74.62890625,False
3000,-1.847132367763256,-3.2089729174705384,1.83984375,60.953125,False
4000,-1.833391210774189,-2.9003479323386117,2.64453125,46.42578125,False
5000,-1.86638076284625,-2.756466896140797,3.33203125,38.23046875,False
6000,-1.8152522349633615,-2.4689279648922957,3.95703125,28.28125,False
7000,-1.681552345538702,-2.059269611221206,4.65234375,27.5703125,False
8000,-1.620506530454892,-1.9675326805533724,5.37890625,22.23046875,False
9000,-1.5430720866306618,-1.765118119795028,6.15234375,20.86328125,False
10000,-1.4569574190040746,-1.545390511336722,7.03515625,12.23828125,False
20000,-1.3123847148750931,-1.0099802714433859,12.5546875,2.15625,True
30000,-1.2464183722683861,-0.7468617430155958,19.515625,1.12109375,True
40000,-1.1857408289178135,-0.6096948538356737,25.74609375,1.0,True
50000,-1.1086966361920756,-0.5081288484553603,33.71875,1.0,True
60000,-1.0996057235576628,-0.4695871813995145,39.6484375,1.0,True
70000,-1.1378506130923325,-0.4442402896077421,45.25,1.0,True
80000,-1.115639172291411,-0.41310996270660527,52.953125,1.0,True
90000,-1.0952324495492154,-0.39694892303895035,60.1015625,1.0,True
100000,-1.0908944301388377,-0.3795052454327381,64.7578125,1.0,True
