n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,-1.2021122075167563,-3.41917107017503,1.62109375,125.515625,False
20,-0.9045334963695546,-2.5532399933903407,3.39453125,132.06640625,False
30,-0.7418323592970466,-1.9587015857413497,4.91015625,123.08984375,False
40,-0.5231697949998224,-1.4969978478939618,6.6875,132.51171875,False
50,-0.45012464168294,-1.2762388675649443,8.10546875,132.328125,False
60,-0.35500061302595537,-1.0648370516854613,10.20703125,135.09765625,False
70,-0.31124134886529464,-0.9163669181832209,11.72265625,131.859375,False
80,-0.2934128480065938,-0.8122214346868016,13.4375,118.38671875,False
90,-0.23880839852226077,-0.7191537143483863,15.24609375,133.9921875,False
100,-0.21556814309013633,-0.6293240855277519,17.41015625,129.859375,False
200,-0.1112507932140309,-0.3300616321058238,33.92578125,133.96875,False
300,-0.07762546506078627,-0.22811319168041638,50.56640625,129.9609375,False
400,-0.05940253582407085,-0.1722219225644261,66.63671875,131.71875,False
500,-0.048046727139438215,-0.134443581665247,85.0703125,129.09765625,False
600,-0.03918586807516457,-0.11593250633135613,100.10546875,134.69140625,False
700,-0.03418727711671807,-0.09644502861817857,117.1171875,127.44921875,False
800,-0.030456079158234315,-0.08550164185920799,135.95703125,127.96875,False
900,-0.027452785820867513,-0.0753335836036643,152.04296875,125.83203125,False
1000,-0.025834944392948613,-0.06907737402650017,167.33984375,124.35546875,False
2000,-0.012735459222263825,-0.03502647725996255,335.1484375,125.62109375,False
3000,-0.008584756647931067,-0.02421493883624694,502.38671875,124.515625,False
4000,-0.005996310150121319,-0.017503631780305437,669.25390625,134.88671875,False
5000,-0.005060162232410846,-0.01405659969410715,839.49609375,122.92578125,False
6000,-0.004114729426378286,-0.0118390128968766,1012.04296875,126.32421875,False
7000,-0.00321464210797944,-0.010074771411895687,1174.76171875,139.890625,False
8000,-0.0029574229233647227,-0.008826413529641008,1341.08203125,130.58203125,False
9000,-0.0026165470037737984,-0.007807122187515755,1509.890625,131.32421875,False
10000,-0.0023847974614184648,-0.007084713015222088,1676.75390625,130.05078125,False
20000,-0.0012497799795394178,-0.003491357832323383,3356.26953125,122.85546875,False
30000,-0.0007606456263274375,-0.00231488874485528,5032.4921875,135.04296875,False
40000,-0.0006477506530145504,-0.0017475355022629638,6710.49609375,113.00390625,False
50000,-0.00048183829809460494,-0.0013694129654255138,8385.8515625,125.28515625,False
60000,-0.0004146425911129882,-0.001150666326105139,10065.40625,123.91015625,False
70000,-0.000350270155218072,-0.0009908720290190058,11737.81640625,124.01953125,False
80000,-0.00029457954799968236,-0.0008506254920510757,13426.234375,131.4453125,False
90000,-0.00026945541343593906,-0.0007799010461484944,15098.63671875,127.4296875,False
100000,-0.00025053314082451155,-0.0006903656434348201,16772.4453125,121.2109375,False
