n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,-0.11920666000443397,-0.2382693433174812,0.04296875,125.30859375,False
20,-0.22653968130773974,-0.4115561384574675,0.07421875,123.61328125,False
30,-0.25042598828459034,-0.46596906543993305,0.08984375,122.2578125,False
40,-0.3581896011734133,-0.6318924669579765,0.13671875,118.21484375,False
50,-0.4660854593151486,-0.8965642268696147,0.1875,116.6484375,False
60,-0.6970641801950345,-1.1899929135003742,0.23046875,108.59765625,False
70,-0.6346751147869351,-1.000336875169667,0.26171875,108.76953125,False
80,-0.7338694614353722,-1.30135007276097,0.30859375,106.65234375,False
90,-0.758886411209812,-1.4492160040574598,0.34375,107.1875,False
100,-1.1625509203920625,-1.9985493876831626,0.50390625,96.359375,False
200,-1.5323428320353982,-2.505675539537592,0.7421875,82.05859375,False
300,-2.143309444542171,-3.0904428719308346,1.328125,54.58203125,False
400,-2.0698564579303156,-3.185781974647952,1.5859375,51.125,False
500,-2.0532292532377965,-2.9360076099465866,1.98828125,45.3359375,False
600,-2.3455642609312566,-3.1817035931726716,2.26171875,31.4296875,False
700,-2.319874641010918,-3.029842293011429,2.71484375,31.79296875,False
800,-2.264445426684049,-2.7800855504760524,3.15625,25.71875,False
900,-2.1651071081566338,-2.6872960431326987,3.55078125,24.73828125,False
1000,-2.121628143548378,-2.6115923797865532,3.77734375,21.07421875,False
2000,-1.8831743241319465,-1.5825609129649432,7.85546875,4.66015625,True
3000,-1.7598536608009994,-1.1823795444868113,11.703125,1.6015625,True
4000,-1.7658343939788594,-1.061916177655361,15.67578125,1.015625,True
5000,-1.6667510362842228,-0.9119716126816455,19.22265625,1.0078125,True
6000,-1.6608918636338483,-0.8349259403423447,23.3125,1.0,True
7000,-1.6618624877280799,-0.7904161073921648,27.5390625,1.0,True
8000,-1.6187246924302352,-0.7420872967883939,31.671875,1.0,True
9000,-1.6178646736936653,-0.7190975953800557,35.30078125,1.0,True
10000,-1.6154131500245665,-0.6864995455893901,39.83984375,1.0,True
20000,-1.5939583003547004,-0.6112169586162947,78.87890625,1.0,True
30000,-1.5795353530456686,-0.5839177336935536,116.28125,1.0,True
40000,-1.578103184218253,-0.5793577477949698,156.33203125,1.0,True
50000,-1.5472706877821272,-0.5645237296448937,195.83984375,1.0,True
60000,-1.544365885687735,-0.5509491643756921,233.6328125,1.0,True
70000,-1.5562658858177947,-0.5614572482247938,274.01171875,1.0,True
80000,-1.5526964637994027,-0.558069804963404,313.15234375,1.0,True
90000,-1.5349531364569526,-0.5462674205111517,353.32421875,1.0,True
100000,-1.5504178757081442,-0.5537308209811086,392.33984375,1.0,True
