n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,-0.12034944517117763,-0.2166084939249829,0.0390625,125.03515625,False
20,-0.146193477751395,-0.27237522399447955,0.0546875,124.7265625,False
30,-0.3073852891017629,-0.5130913699848032,0.09765625,118.9296875,False
40,-0.4167086314928451,-0.7638057445867839,0.1484375,116.69921875,False
50,-0.512332028446182,-0.9376615004325569,0.1953125,114.32421875,False
60,-0.6747702770416737,-1.072733651931104,0.21484375,108.70703125,False
70,-0.5445967435570503,-0.9832600914217688,0.23828125,112.82421875,False
80,-0.9039650804458177,-1.5055418620335719,0.37109375,102.26171875,False
90,-0.7767690019187368,-1.470478813724614,0.296875,107.42578125,False
100,-0.8645739231803516,-1.6038841411763933,0.3984375,104.875,False
200,-1.5083813735509757,-2.628530144813702,0.8125,78.62890625,False
300,-1.8621894933945684,-3.0041989434333143,1.046875,66.20703125,False
400,-2.2621870284056618,-3.4011565661679852,1.62109375,52.45703125,False
500,-2.2194927773013813,-3.3108877537424997,1.87890625,43.6171875,False
600,-2.286014698934879,-3.27085184145204,2.375,37.3359375,False
700,-2.2511215474429997,-2.9257530723511374,2.6484375,29.1640625,False
800,-2.258102064542858,-2.8815992920482367,3.15625,25.21484375,False
900,-2.1538663181406257,-2.5470835357578543,3.69140625,19.94140625,False
1000,-2.2327897075402663,-2.518881459190603,3.9921875,15.60546875,False
2000,-1.9133635613730344,-1.6260632374859632,7.80859375,4.0,True
3000,-1.8113184254919459,-1.2741387536421955,11.296875,1.26171875,True
4000,-1.7069640860123245,-1.0355135942019722,15.85546875,1.0390625,True
5000,-1.734807056421982,-0.9336492201082404,19.69921875,1.01953125,True
6000,-1.6616967624022605,-0.8301903229080333,23.5625,1.00390625,True
7000,-1.6693814451897822,-0.8026955577267637,27.859375,1.0,True
8000,-1.650708785260768,-0.7586988593659552,31.14453125,1.0,True
9000,-1.6281468335156684,-0.7050578999048777,35.81640625,1.0,True
10000,-1.601173384016504,-0.6864615231755884,39.15234375,1.0,True
20000,-1.600631245700768,-0.6045614757484365,77.7578125,1.0,True
30000,-1.574068945568411,-0.5719354622366648,117.375,1.0,True
40000,-1.5663135926542782,-0.5432666474269169,156.2578125,1.0,True
50000,-1.54209181435993,-0.537135326563975,195.6875,1.0,True
60000,-1.5552550834095706,-0.5485132089034582,234.9453125,1.0,True
70000,-1.5686363729183315,-0.545895418711428,271.94921875,1.0,True
80000,-1.5519900260106987,-0.5240184491837389,313.390625,1.0,True
90000,-1.5493443882759095,-0.5280673266165471,353.93359375,1.0,True
100000,-1.5462991296086557,-0.5234534693791243,388.8125,1.0,True
