n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,-0.02166084939249829,-0.02166084939249829,0.00390625,127.5078125,False
20,0.0,0.0,0.0,128.0,False
30,0.0,0.0,0.0,128.0,False
40,0.0,0.0,0.0,128.0,False
50,-0.02166084939249829,-0.02166084939249829,0.00390625,127.50390625,False
60,-0.04332169878499658,-0.04332169878499658,0.0078125,127.01171875,False
70,0.0,0.0,0.0,128.0,False
80,-0.06498254817749487,-0.06498254817749487,0.01171875,126.51953125,False
90,-0.04332169878499658,-0.04332169878499658,0.0078125,127.01171875,False
100,-0.02166084939249829,-0.02166084939249829,0.00390625,127.50390625,False
200,-0.10830424696249145,-0.10830424696249145,0.01953125,125.53125,False
300,-0.10830424696249145,-0.10830424696249145,0.01953125,125.51953125,False
400,-0.15162594574748803,-0.15162594574748803,0.03125,124.54296875,False
500,-0.15162594574748803,-0.15162594574748803,0.02734375,124.5390625,False
600,-0.28159104210247776,-0.28159104210247776,0.05078125,121.58203125,False
700,-0.25993019270997947,-0.25993019270997947,0.046875,122.0703125,False
800,-0.28159104210247776,-0.28159104210247776,0.0546875,121.578125,False
900,-0.17328679513998632,-0.17328679513998632,0.03515625,124.04296875,False
1000,-0.30325189149497606,-0.30325189149497606,0.0625,121.08984375,False
2000,-0.6931471805599448,-0.6931471805599448,0.12890625,112.18359375,False
3000,-0.9097556744849272,-0.9097556744849272,0.17578125,107.25,False
4000,-1.2779901141573986,-1.2779901141573986,0.26171875,98.8515625,False
5000,-1.6462245538298705,-1.6462245538298705,0.3359375,90.44140625,False
6000,-1.6245637044373722,-1.6245637044373722,0.35546875,90.9375,False
7000,-2.036119842894841,-2.036119842894841,0.49609375,81.52734375,False
8000,-2.2094066380348276,-2.2094066380348276,0.5,77.60546875,False
9000,-2.6859453246697913,-2.6859453246697913,0.625,66.73046875,False
10000,-2.8375712704172797,-2.8375712704172797,0.6953125,63.2734375,False
20000,-3.9422745894346956,-3.9422745894346956,1.28125,38.06640625,False
30000,-4.938673661489619,-4.938673661489619,2.10546875,15.33203125,False
40000,-5.133621306022104,-5.133621306022104,2.61328125,10.88671875,False
50000,-5.241925552984596,-5.241925552984596,3.27734375,8.41796875,False
60000,-5.415212348124583,-5.415212348124583,4.00390625,4.4609375,False
70000,-5.480194896302078,-5.480194896302078,4.56640625,2.984375,False
80000,-5.523516595087075,-5.523516595087075,5.109375,1.9921875,False
90000,-5.545177444479573,-5.545177444479573,6.0546875,1.5,False
100000,-5.501855745694576,-5.501855745694576,6.45703125,2.484375,False
