n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,-0.809594481062829,-2.3605255120039095,0.55078125,121.375,False
20,-1.0325047465443795,-3.062413071986436,1.140625,123.86328125,False
30,-1.1315802376289512,-3.165637688037406,1.703125,125.328125,False
40,-1.1009214422393083,-3.1147285952039487,2.46484375,123.90625,False
50,-1.0618149252316342,-2.862625209570673,2.796875,122.890625,False
60,-0.9892734163149554,-2.5448368015709497,3.6015625,112.4609375,False
70,-0.8982815860788343,-2.333846138912536,3.93359375,119.98046875,False
80,-0.8757110114609367,-2.0303100833024224,4.703125,97.75390625,False
90,-0.7382003243714965,-1.8368957145150089,5.35546875,110.6015625,False
100,-0.6855217278105391,-1.722533793143508,5.9765625,112.43359375,False
200,-0.38362347986768813,-0.9097901130128438,11.8203125,103.02734375,False
300,-0.28833537635009654,-0.6515173303070609,17.37109375,86.9921875,False
400,-0.2515855657427367,-0.5014618389286213,23.0625,72.7890625,False
500,-0.21078453520412946,-0.39025447391753953,29.11328125,65.91015625,False
600,-0.19973449228419113,-0.33884451713514235,34.59765625,53.29296875,False
700,-0.17783559143286964,-0.29682701304500986,39.8359375,48.66796875,False
800,-0.17058479870302745,-0.25338584214989873,46.875,35.5,False
900,-0.15252955153570555,-0.2220388611109331,52.609375,34.08984375,False
1000,-0.15431700057593567,-0.21381262148678498,56.7265625,26.4765625,False
2000,-0.11820653070078373,-0.10919221853308075,114.34375,6.98828125,True
3000,-0.10419175682337725,-0.07607984152889377,172.26953125,1.9296875,True
4000,-0.10117935405097227,-0.05904232069105638,229.9921875,1.2578125,True
5000,-0.09763474943628259,-0.04908734299359165,287.9140625,1.0078125,True
6000,-0.09450946116547788,-0.042624720005082516,347.8203125,1.01171875,True
7000,-0.09277223740034349,-0.03755217582562742,405.67578125,1.0,True
8000,-0.0891640367092144,-0.03342641825683003,461.34375,1.0,True
9000,-0.09032605743935686,-0.03026117133234923,521.19140625,1.0,True
10000,-0.08815365577445236,-0.028538139381278065,574.88671875,1.0,True
20000,-0.08568971522593302,-0.018474886008782002,1152.984375,1.0,True
30000,-0.08458095977043203,-0.015139965777007599,1728.125,1.0,True
40000,-0.08453763322864803,-0.013281923282009271,2308.78515625,1.0,True
50000,-0.08332794207934129,-0.011913339722466455,2880.48046875,1.0,True
60000,-0.08378579431582889,-0.011512564798648869,3460.4921875,1.0,True
70000,-0.08310010657448552,-0.0107693859214768,4027.2421875,1.0,True
80000,-0.08236689038166153,-0.010303276515279555,4617.7109375,1.0,True
90000,-0.08215989551029085,-0.0099863497146564,5191.79296875,1.0,True
100000,-0.0819587938474796,-0.009741156369176954,5765.48046875,1.0,True
