n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,-1.2983424367903027,-3.2274071523991585,1.6484375,102.70703125,False
20,-1.1081077269924267,-2.465350991098513,3.44140625,94.4375,False
30,-0.9642035232716815,-1.9938214139368653,4.78125,88.2109375,False
40,-0.7797447047343427,-1.551819924346062,6.625,73.8515625,False
50,-0.679550743199967,-1.2598119705835948,8.31640625,67.984375,False
60,-0.5670172155227173,-1.0545317718233391,10.265625,67.05859375,False
70,-0.5555405981870883,-0.9167985231476932,11.765625,50.40625,False
80,-0.534944153318139,-0.8036694237509918,13.7734375,38.9765625,False
90,-0.49178440149334746,-0.7400554376748539,15.3359375,38.70703125,False
100,-0.4530280515215137,-0.6581250018602354,17.41015625,35.22265625,False
200,-0.3563432925287501,-0.3626173246816363,33.94921875,10.39453125,False
300,-0.3192739872164573,-0.24653453054197896,50.66796875,2.671875,True
400,-0.3064763995533675,-0.1977790450568713,66.90234375,1.23046875,True
500,-0.2975612587635617,-0.15946151254510296,84.5625,1.078125,True
600,-0.2921401251098899,-0.14164808710712012,100.40234375,1.00390625,True
700,-0.287802568738976,-0.1259984130968294,117.1015625,1.01171875,True
800,-0.27756383606257057,-0.11382446913984258,134.31640625,1.0,True
900,-0.2757175592467923,-0.10314272646542307,152.1640625,1.0,True
1000,-0.27599966140417675,-0.09783031907116067,166.5546875,1.0,True
2000,-0.26532751772547625,-0.06383380670614515,335.0078125,1.0,True
3000,-0.2612471741073406,-0.051409385457004825,503.2109375,1.0,True
4000,-0.259031101091548,-0.04673052008892024,670.3046875,1.0,True
5000,-0.25871733350512083,-0.04258130011798019,841.37109375,1.0,True
6000,-0.25782189603524036,-0.03992864368773879,1011.47265625,1.0,True
7000,-0.2553599125998277,-0.03866828281527318,1173.51953125,1.0,True
8000,-0.2551205142401263,-0.037472577479266043,1337.3671875,1.0,True
9000,-0.2551555776076399,-0.036926535238142655,1510.22265625,1.0,True
10000,-0.2547847789854544,-0.03491101872802563,1679.8671875,1.0,True
20000,-0.25435203819893687,-0.03193154959697248,3356.44921875,1.0,True
30000,-0.2539292485928285,-0.031226545498228887,5034.40234375,1.0,True
40000,-0.2542795492482219,-0.030629845989588803,6710.76171875,1.0,True
50000,-0.25257361717779714,-0.03017883438466743,8385.890625,1.0,True
60000,-0.25361777199784963,-0.03030324186170366,10067.05859375,1.0,True
70000,-0.25296496628235204,-0.029739563446864476,11733.37109375,1.0,True
80000,-0.25267896497610787,-0.029547966805332365,13430.234375,1.0,True
90000,-0.25234423681063806,-0.029600366078585672,15104.24609375,1.0,True
100000,-0.2526544808332021,-0.029476655608612384,16784.1484375,1.0,True
