n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,0.0,0.0,0.0,128.0,False
20,0.0,0.0,0.0,128.0,False
30,0.0,0.0,0.0,128.0,False
40,0.0,0.0,0.0,128.0,False
50,0.0,0.0,0.0,128.0,False
60,0.0,0.0,0.0,128.0,False
70,0.0,0.0,0.0,128.0,False
80,0.0,0.0,0.0,128.0,False
90,0.0,0.0,0.0,128.0,False
100,0.0,0.0,0.0,128.0,False
200,0.0,0.0,0.0,128.0,False
300,0.0,0.0,0.0,128.0,False
400,0.0,0.0,0.0,128.0,False
500,0.0,0.0,0.0,128.0,False
600,-0.013709590377869382,-0.04332169878499658,0.0078125,128.125,False
700,-0.005065164853242982,-0.02166084939249829,0.00390625,128.265625,False
800,0.0,0.0,0.0,128.0,False
900,0.0,0.0,0.0,128.0,False
1000,-0.005936819350564114,-0.02166084939249829,0.00390625,128.20703125,False
2000,-0.010130329706485964,-0.04332169878499658,0.0078125,128.91015625,False
3000,0.0,0.0,0.0,128.0,False
4000,-0.005936819350564114,-0.02166084939249829,0.00390625,128.00390625,False
5000,-0.02287562290493532,-0.08664339756999316,0.015625,127.87890625,False
6000,-0.02200396840761419,-0.08664339756999316,0.015625,128.6640625,False
7000,-0.014581244875190514,-0.04332169878499658,0.0078125,127.97265625,False
8000,-0.03912125994930905,-0.10830424696249145,0.01953125,127.9296875,False
9000,-0.05526732583181818,-0.19494764453248462,0.03515625,127.87890625,False
10000,-0.07125555806340919,-0.2382693433174812,0.04296875,129.21875,False
20000,-0.06539765553830415,-0.2382693433174812,0.04296875,128.94140625,False
30000,-0.17158096319510058,-0.5415212348124572,0.09765625,128.89453125,False
40000,-0.11857855336036416,-0.36823443967247094,0.06640625,127.28125,False
50000,-0.17791761562147854,-0.5068439615520871,0.11328125,127.9609375,False
60000,-0.2775429257634068,-0.8309245063549692,0.18359375,127.92578125,False
70000,-0.29944392432071926,-0.9467903840401487,0.20703125,125.37890625,False
80000,-0.31579939414371466,-0.9308451312940538,0.20703125,127.390625,False
90000,-0.32693030842707527,-1.0675679889192589,0.25,128.83203125,False
100000,-0.36139990554598356,-1.1365348446566124,0.28125,127.515625,False
