n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,-0.8045436019099749,-2.3926524528973863,0.546875,124.015625,False
20,-1.1094591700490481,-3.14237361371581,1.17578125,120.7578125,False
30,-1.1750355573655347,-3.1814395054137465,1.69921875,125.37890625,False
40,-1.0274308336059248,-2.928854847391602,2.2265625,124.69140625,False
50,-1.0943801576797871,-2.9881050352322167,2.72265625,120.98828125,False
60,-0.956219836900398,-2.4754604772029793,3.578125,117.7265625,False
70,-0.9545993784555413,-2.3449972330840043,3.96875,111.51953125,False
80,-0.8101450811764455,-2.015228236246955,4.62890625,110.74609375,False
90,-0.7553233324180239,-1.9233101486235618,5.19140625,111.85546875,False
100,-0.6950509413928286,-1.5950496960733132,6.2109375,99.03515625,False
200,-0.3936611779569949,-0.9327760615695537,11.765625,97.73828125,False
300,-0.2965950795734633,-0.6464806571501808,17.43359375,83.3515625,False
400,-0.2397547005014965,-0.5114955544584903,22.79296875,77.078125,False
500,-0.21932424298071035,-0.39463449846091797,29.234375,63.83984375,False
600,-0.1848254473337466,-0.3381478815284575,34.3359375,56.87109375,False
700,-0.17503545439969312,-0.2903737466176202,40.0703125,49.78125,False
800,-0.1650443415959861,-0.2538688248611181,46.6171875,42.99609375,False
900,-0.15603364578360918,-0.2193018663298607,52.9609375,34.30078125,False
1000,-0.15130830456519984,-0.2146437691616427,56.98046875,32.82421875,False
2000,-0.12004893078756075,-0.1092522564071174,114.83984375,6.859375,True
3000,-0.10571141355430798,-0.07683923997009257,172.703125,2.203125,True
4000,-0.09930848864064609,-0.05860307990591711,230.7734375,1.11328125,True
5000,-0.09499955285172448,-0.0485746171809923,288.34375,1.0234375,True
6000,-0.0929199929798592,-0.041624924519259275,347.5390625,1.0,True
7000,-0.09004955387517004,-0.0370654956698811,404.9921875,1.0,True
8000,-0.09222533027111218,-0.03374947460748897,461.2578125,1.0,True
9000,-0.08805861258433033,-0.031155344074894387,521.03125,1.0,True
10000,-0.08845767873176215,-0.02875386827095106,575.90625,1.0,True
20000,-0.08659882149837649,-0.018841286638591945,1152.46484375,1.0,True
30000,-0.0846125015911323,-0.01527318820603045,1727.87890625,1.0,True
40000,-0.08382650147076622,-0.013439109916610606,2304.34375,1.0,True
50000,-0.08359317706791389,-0.01249435107140938,2884.296875,1.0,True
60000,-0.08250922416837142,-0.011837496364280876,3453.93359375,1.0,True
70000,-0.08354378946616096,-0.011446824980328415,4031.84375,1.0,True
80000,-0.08287609287185548,-0.010919609313460286,4619.86328125,1.0,True
90000,-0.08256199849121146,-0.010548921416983673,5192.73046875,1.0,True
100000,-0.08328311037502072,-0.010530622895714907,5763.00390625,1.0,True
