250,inf,0.6014362617355142,235.609375,118.46484375,False
260,inf,0.5779903056481916,244.7734375,118.38671875,False
50,inf,1.7754369076904062,46.859375,117.0,False
60,inf,1.6138908296419097,56.40625,126.36328125,False
70,inf,1.486494014127174,65.984375,114.18359375,False
80,inf,1.3808693629576476,75.4140625,119.890625,False
90,inf,1.2900994216444017,84.6875,110.25,False
100,inf,1.2075571238965495,94.15234375,118.13671875,False
200,inf,0.7269525216230757,188.578125,120.87890625,False
300,inf,0.5071104789320542,282.8046875,121.609375,False
400,inf,0.38459369981735664,376.75390625,117.21484375,False
500,inf,0.30423682630025634,471.26953125,125.078125,False
1000,inf,0.14502008031282068,942.48046875,126.8828125,False
2000,inf,inf,1883.81640625,128.58984375,False
3000,inf,inf,2827.98828125,128.5,False
4000,inf,inf,3769.93359375,128.5,False
5000,inf,inf,4710.78515625,128.5,False
10000,inf,inf,9422.921875,128.5,False
20000,inf,inf,18842.734375,128.5,False
30000,inf,inf,28271.0234375,128.5,False
40000,inf,inf,37695.8046875,128.5,False
50000,inf,inf,47114.52734375,128.5,False
100000,inf,inf,94239.77734375,128.5,False
