250,inf,0.9257528429342496,142.265625,172.22265625,False
260,inf,0.8975508721839489,147.44140625,171.01953125,False
50,inf,2.2395019747392646,28.07421875,178.9453125,False
60,inf,2.065457757879602,34.23046875,184.5078125,False
70,inf,1.9346645349111327,39.55859375,180.359375,False
80,inf,1.8069117485957673,45.80859375,181.93359375,False
90,inf,1.7205494788941855,50.9140625,179.47265625,False
100,inf,1.6244715371265153,56.83984375,185.0625,False
200,inf,1.0755948292281485,113.91015625,179.546875,False
300,inf,0.8032130622927017,171.70703125,167.66796875,False
400,inf,0.6425514080647688,227.30078125,158.7265625,False
500,inf,0.5330519725610484,284.9609375,157.25,False
1000,inf,0.2786035539248048,569.44140625,140.68359375,False
2000,inf,0.15203137009850565,1137.796875,131.82421875,False
3000,inf,0.11318926818733398,1708.50390625,129.76953125,False
4000,inf,0.09507573085557197,2279.296875,129.25390625,False
5000,inf,0.083707078477006,2850.99609375,129.11328125,False
10000,inf,0.06151413735602538,5690.0625,129.00390625,False
20000,inf,0.050477831457330063,11397.8984375,129.0,False
30000,inf,0.04702413099107207,17084.6015625,129.0,False
40000,inf,0.044925907287673296,22780.0078125,129.0,False
50000,inf,0.0436727490731992,28471.60546875,129.0,False
100000,inf,0.04151636077885549,56958.15234375,129.0,False
