n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,4.8892286301816945,3.255678251918985,4.25,164.75390625,False
20,4.217043949728815,2.9532820144878644,8.6953125,191.5390625,False
30,3.8428704496601687,2.7609123873192485,12.55859375,200.8984375,False
40,3.541179383932658,2.5530087233214664,17.29296875,208.19140625,False
50,3.33105170411746,2.4289771798119726,21.33203125,212.94921875,False
60,3.149652074988474,2.2908341928342733,26.0078125,220.8359375,False
70,3.038229115748462,2.212351215828561,29.78125,230.8671875,False
80,2.8786710155881687,2.1051296635830754,34.5234375,230.2890625,False
90,2.763551918302831,2.0177873981279237,38.90234375,233.859375,False
100,2.6772779423827013,1.9488248154110273,43.453125,235.7890625,False
200,2.1015408560488607,1.4823398948952837,86.50390625,250.0234375,False
300,1.809041982836876,1.2412004532881598,129.73828125,254.8828125,False
400,1.6127018713244983,1.0863787068498365,171.296875,255.40625,False
500,1.476229292371751,0.970319232961754,216.921875,255.609375,False
600,1.3813346615928053,0.8881021714413702,258.73046875,255.953125,False
700,1.3072827600120052,0.8266143943026215,301.171875,256.0,False
800,1.2561841536584106,0.7806769433724956,345.140625,255.98828125,False
900,1.2027533118646767,0.7401510536491367,388.69140625,256.0,False
1000,1.172703048123257,0.7100120670812552,430.578125,256.0,False
2000,0.9893401659895003,0.5626957818541833,861.27734375,256.0,False
3000,0.9310230860231431,0.5195385388537389,1290.4140625,256.0,False
4000,0.9075445110358648,0.5012065242021555,1717.7421875,256.0,False
5000,0.8853586269700757,0.4881647240326778,2151.79296875,256.0,False
6000,0.8784085211762008,0.4824517873139376,2588.4609375,256.0,False
7000,0.8724354080990666,0.4776570184077709,3012.9140625,256.0,False
8000,0.8677000620195132,0.4740383042518812,3439.77734375,256.0,False
9000,0.8618961450449536,0.47142568828555104,3875.1875,256.0,False
10000,0.8567322574354215,0.46840058526260075,4301.890625,256.0,False
20000,0.8437790177616363,0.45965238437034095,8604.81640625,256.0,False
30000,0.8389734867447893,0.4563305554707235,12919.25,256.0,False
40000,0.8350188915654159,0.45432134259178997,17212.71484375,256.0,False
50000,0.8355485841507863,0.4533065074098438,21521.2265625,256.0,False
60000,0.8329674114174495,0.45289193064467836,25830.0234375,256.0,False
70000,0.8333215885470338,0.45193305309986764,30128.72265625,256.0,False
80000,0.8322232627474477,0.4520841681621447,34444.2734375,256.0,False
90000,0.8319703100382522,0.45146879744485907,38748.296875,256.0,False
100000,0.8316890532674674,0.4510448522526673,43055.265625,256.0,False
