n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,4.2850735006364244,3.2754780718236387,4.2734375,74.05859375,False
20,3.589178877170732,2.958185876042812,8.8671875,66.57421875,False
30,3.218109659144808,2.739170322372769,12.765625,56.97265625,False
40,2.9353803088696564,2.561220028645531,17.1953125,46.2890625,False
50,2.6938049658844916,2.4226202192636777,21.53515625,35.37890625,False
60,2.5355867370954432,2.2944371900525318,26.109375,35.67578125,False
70,2.4114911035998725,2.2058873972579924,29.7421875,29.55078125,False
80,2.2502215409299593,2.1084121915637417,34.57421875,20.34765625,False
90,2.148670245408671,2.017950666680247,39.0546875,19.1796875,False
100,2.0694508146103705,1.9519845517932788,43.53125,21.15234375,False
200,1.4912116021198043,1.4950152611988716,85.8984375,6.85546875,True
300,1.1936694123536975,1.2427806158953238,129.09765625,3.08203125,True
400,0.9958594381546844,1.0919335014526221,171.609375,1.26953125,True
500,0.8729021371157403,0.977587784101102,215.90625,1.19140625,True
600,0.7762020593558931,0.898977617696313,257.75,1.015625,True
700,0.6954603450320471,0.8296974088412953,302.13671875,1.01171875,True
800,0.6415057933378772,0.7847440829882785,344.52734375,1.01171875,True
900,0.5899773518709315,0.7413013256211709,389.10546875,1.0,True
1000,0.5538862316474426,0.7108167266002349,430.7265625,1.0,True
2000,0.37627957576209387,0.5649538556637289,857.96875,1.0,True
3000,0.31658917764988753,0.5232588605475949,1290.69921875,1.0,True
4000,0.2892314694336056,0.5013163866512625,1720.94140625,1.0,True
5000,0.271739425718212,0.49196628732958714,2152.9453125,1.0,True
6000,0.26342983099105827,0.485592630354753,2586.3671875,1.0,True
7000,0.2556678867974204,0.48018855121891735,3012.1875,1.0,True
8000,0.2514086715928665,0.47707083997664956,3441.04296875,1.0,True
9000,0.24532185633075784,0.4750622461773207,3873.2578125,1.0,True
10000,0.24166768138396194,0.4718813410667162,4307.4921875,1.0,True
20000,0.22704257163356842,0.46314368917459636,8609.0546875,1.0,True
30000,0.22273654346505373,0.46093051328281476,12917.9296875,1.0,True
40000,0.2194882472486163,0.46013489003622565,17224.0546875,1.0,True
50000,0.2187979597944075,0.45912002531501694,21520.57421875,1.0,True
60000,0.2174012969772962,0.4598189190928691,25828.00390625,1.0,True
70000,0.2170170584496548,0.4590911874264143,30125.27734375,1.0,True
80000,0.21628715494507528,0.4587339183830352,34440.2265625,1.0,True
90000,0.2159379200241614,0.45934715189856823,38726.90625,1.0,True
100000,0.21555488435731196,0.45885533764304876,43055.109375,1.0,True
