n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,2.4193739627169837,1.7077248066342794,0.63671875,83.58203125,False
20,3.1022608396574594,2.411821265271575,1.171875,61.19140625,False
30,3.777130074563841,2.92671610206044,1.70703125,48.66796875,False
40,3.5667904812288937,2.97142978698148,2.421875,37.02734375,False
50,3.581557528254444,3.1435893362371305,2.81640625,26.68359375,False
60,3.561025814717664,3.1780531869937594,3.55859375,23.25,False
70,3.4694757172356483,3.1798005366991866,4.0390625,17.86328125,False
80,3.44070436556853,3.2552720227334655,4.6640625,12.98828125,False
90,3.311453627276769,3.1564407318869443,5.234375,11.13671875,False
100,3.2154129738694537,3.143229621828086,5.91796875,8.00390625,False
200,2.5446856487650598,2.8188437124728587,11.58984375,1.9453125,True
300,2.171099558349331,2.578980184597451,17.1015625,1.15625,True
400,1.908743000209644,2.4257120473060696,22.984375,1.0,True
500,1.7412076365472442,2.3060288527382284,28.61328125,1.02734375,True
600,1.5852837381442495,2.195340817916798,34.31640625,1.0,True
700,1.4851313265563884,2.1175414574014986,39.76953125,1.0,True
800,1.3638217433210067,2.0184594405687597,46.84765625,1.0,True
900,1.2805301112743264,1.958046591924748,52.41796875,1.0,True
1000,1.2332118621674697,1.9197842610016065,57.3046875,1.0,True
2000,0.8119848819599738,1.5816798862675792,115.5,1.0,True
3000,0.6234639834207748,1.4239385623188352,173.01953125,1.0,True
4000,0.5120887787725046,1.3331414446054755,230.609375,1.0,True
5000,0.43631183981362176,1.2644589158135247,288.1484375,1.0,True
6000,0.38151877930336753,1.2136639347523288,348.09765625,1.0,True
7000,0.33929282346263195,1.1772590289059686,404.296875,1.0,True
8000,0.31147384577267817,1.152412443594177,460.4921875,1.0,True
9000,0.2827919767896661,1.129361677605614,520.65234375,1.0,True
10000,0.2615284047482605,1.1145798822211839,575.20703125,1.0,True
20000,0.15918153225846554,1.0227907595701284,1153.58984375,1.0,True
30000,0.12048812544576415,0.9876204527046959,1728.3125,1.0,True
40000,0.10025940792010342,0.9662330211084852,2310.26953125,1.0,True
50000,0.08774114213857918,0.9550195425065534,2882.10546875,1.0,True
60000,0.08115031429777492,0.951248661209088,3457.71875,1.0,True
70000,0.07523391492433136,0.9446205772392685,4029.6328125,1.0,True
80000,0.07106160721362628,0.9424733373876993,4615.15234375,1.0,True
90000,0.06742579427114898,0.9382059578850617,5192.546875,1.0,True
100000,0.06495290789211451,0.9367048970683468,5762.92578125,1.0,True
