n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,0.9642478740514372,0.6136128745103707,0.1953125,115.828125,False
20,1.4407662540306165,0.9466281272642474,0.3203125,109.65625,False
30,1.9896286219158132,1.3127270784002418,0.48046875,102.71875,False
40,2.3363183040697826,1.6422234613489162,0.72265625,90.58203125,False
50,2.7289246263361897,1.8909205154639135,0.81640625,86.76171875,False
60,2.9900654689747026,2.1100934624044627,1.0390625,84.08203125,False
70,3.254369596626636,2.344162654446031,1.1953125,76.6796875,False
80,3.179076444858413,2.3857929626277303,1.30859375,71.44921875,False
90,3.782168397477473,2.7562048446743384,1.57421875,64.2578125,False
100,3.91953353296588,2.9201560941194886,1.76953125,61.6328125,False
200,3.9132253472357204,3.254190781128279,3.4375,31.27734375,False
300,3.623211011486437,3.181276840627666,4.96875,25.37890625,False
400,3.270544020031942,3.0717679333741,6.9140625,13.5703125,False
500,3.075777182240798,3.0006765769396138,8.30859375,9.96875,False
600,2.870817690659422,2.8876469337177695,10.0859375,5.91796875,True
700,2.7367130428563464,2.8069145642262474,11.6171875,4.37109375,True
800,2.5842733995177345,2.7184935673862123,13.77734375,3.6875,True
900,2.480164146209609,2.6530846666934518,15.44140625,2.71875,True
1000,2.3920180198091905,2.592904806374427,16.9609375,1.91796875,True
2000,1.7869708876789947,2.164915840918103,33.48828125,1.0234375,True
3000,1.4586949721439113,1.9267338723786063,49.91015625,1.0,True
4000,1.2201479202089727,1.7491992700746382,67.52734375,1.0,True
5000,1.0712439590045522,1.6148995110955475,84.3046875,1.0,True
6000,0.9557793956268592,1.5247348387351949,101.95703125,1.0,True
7000,0.8598973784662027,1.447243567219536,119.140625,1.0,True
8000,0.7912049097361294,1.3849418534447537,134.71875,1.0,True
9000,0.7221020463780448,1.3294376466141031,152.61328125,1.0,True
10000,0.674050221716538,1.2799813098108357,167.4765625,1.0,True
20000,0.3876454893630616,1.038233442369405,336.3203125,1.0,True
30000,0.2680823299584109,0.9360427174772288,502.98046875,1.0,True
40000,0.20504733160287167,0.8770032672286524,671.4296875,1.0,True
50000,0.16465593518335095,0.8409057634677448,839.17578125,1.0,True
60000,0.13780802021575123,0.820171169777023,1008.68359375,1.0,True
70000,0.11802698474316846,0.7984955261132007,1174.58203125,1.0,True
80000,0.10296539158819079,0.7876678544102335,1346.6875,1.0,True
90000,0.09053976361813502,0.7737168015108619,1513.09765625,1.0,True
100000,0.0816731170896645,0.7666210490350622,1675.3984375,1.0,True
