n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,2.461307900306061,1.5231223609934794,0.55078125,106.83984375,False
20,3.7555875553277605,2.378724689047523,1.140625,105.31640625,False
30,4.253256852648568,2.844489360283958,1.703125,99.0703125,False
40,4.493299664894682,3.1459056535890495,2.46484375,83.234375,False
50,4.491187820041919,3.230313644913416,2.796875,82.8359375,False
60,4.437543483370613,3.2963788089893917,3.6015625,81.7578125,False
70,4.2670557932055715,3.2100857542448584,3.93359375,75.453125,False
80,4.143632793352881,3.217479496426511,4.703125,69.01171875,False
90,3.999656510090273,3.1797331765308976,5.35546875,63.8828125,False
100,3.974113095357602,3.125331530772333,5.9765625,69.19921875,False
200,3.238760808273242,2.79190607295348,11.8203125,45.40625,False
300,2.8612574235044583,2.566325734641582,17.37109375,32.3125,False
400,2.5680615865013037,2.380649566545124,23.0625,20.484375,False
500,2.3613088564690576,2.228584556835461,29.11328125,18.55078125,False
600,2.18556409876374,2.1137688362097364,34.59765625,11.984375,False
700,2.065792777640273,2.014772057818907,39.8359375,10.98046875,False
800,1.9130418942005074,1.9072676157343984,46.875,7.10546875,False
900,1.827033911648153,1.8201997566734858,52.609375,6.17578125,False
1000,1.765982021283292,1.784513869230136,56.7265625,5.9609375,True
2000,1.1983705023748605,1.324382344491626,114.34375,1.3046875,True
3000,0.9370697545709866,1.101395621080268,172.26953125,1.01953125,True
4000,0.7663495888953215,0.9634558104949811,229.9921875,1.0,True
5000,0.6556060549571678,0.869386860147604,287.9140625,1.0,True
6000,0.5764035813343302,0.8010036914789577,347.8203125,1.0,True
7000,0.5159632083072225,0.747644345252258,405.67578125,1.0,True
8000,0.4747930289132597,0.7089682319430829,461.34375,1.0,True
9000,0.4349776834564719,0.6835681238492635,521.19140625,1.0,True
10000,0.4063027127954423,0.6578638654684399,574.88671875,1.0,True
20000,0.27633963263637545,0.5526296190910535,1152.984375,1.0,True
30000,0.2335918395740794,0.5201546805814117,1728.125,1.0,True
40000,0.2127902362420603,0.5054540221406323,2308.78515625,1.0,True
50000,0.20188630817394737,0.49758506228208543,2880.48046875,1.0,True
60000,0.19379080632713222,0.49286772413516644,3460.4921875,1.0,True
70000,0.1886690586659926,0.4880008739432952,4027.2421875,1.0,True
80000,0.1852429836497425,0.48564754615800376,4617.7109375,1.0,True
90000,0.18270748438845608,0.4831573203791726,5191.79296875,1.0,True
100000,0.18018895159727705,0.48221262788937025,5765.48046875,1.0,True
