n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,0.012670784628380137,0.015378390802442424,0.00390625,127.50390625,True
20,0.0,0.0,0.0,128.0,False
30,0.0,0.0,0.0,128.0,False
40,0.0,0.0,0.0,128.0,False
50,0.012670784628380137,0.015378390802442424,0.00390625,127.50390625,True
60,0.025341569256760274,0.030756781604884847,0.0078125,127.0078125,True
70,0.0,0.0,0.0,128.0,False
80,0.03801235388514041,0.04613517240732727,0.01171875,126.51171875,True
90,0.025341569256760274,0.030756781604884847,0.0078125,127.0078125,True
100,0.012670784628380137,0.015378390802442424,0.00390625,127.50390625,True
200,0.06335392314190069,0.07689195401221212,0.01953125,125.51953125,True
300,0.06335392314190069,0.07689195401221212,0.01953125,125.51953125,True
400,0.08869549239866098,0.10764873561709697,0.03125,124.52734375,True
500,0.08869549239866098,0.10764873561709697,0.02734375,124.52734375,True
600,0.16472020016894184,0.19991908043175144,0.05078125,121.55078125,True
700,0.1520494155405617,0.18454068962930903,0.046875,122.046875,True
800,0.16472020016894184,0.19991908043175144,0.0546875,121.55078125,True
900,0.10136627702704112,0.12302712641953939,0.03515625,124.03125,True
1000,0.177390984797322,0.21529747123419385,0.0625,121.0546875,True
2000,0.4054651081081642,0.4921085056781572,0.12890625,112.125,True
3000,0.5321729543919654,0.6458924137025813,0.17578125,107.1640625,True
4000,0.7475762930744274,0.9073250573441023,0.26171875,98.73046875,True
5000,0.9629796317568894,1.1687577009856245,0.3359375,90.296875,True
6000,0.9503088471285093,1.153379310183182,0.35546875,90.79296875,True
7000,1.1910537550677331,1.4455687354295899,0.49609375,81.3671875,True
8000,1.292420032094775,1.56859586184913,0.5,77.3984375,True
9000,1.57117729391914,1.9069204595028655,0.625,66.484375,True
10000,1.6598727863178016,2.014569195119963,0.6953125,63.01171875,True
20000,2.3060828023651876,2.7988671260445317,1.28125,37.7109375,True
30000,2.888938895270668,3.5062731029568877,2.10546875,14.890625,True
40000,3.002975956926088,3.6446786201788703,2.61328125,10.42578125,True
50000,3.066329880067988,3.721570574191083,3.27734375,7.9453125,True
60000,3.167696157095028,3.844597700610623,4.00390625,3.9765625,True
70000,3.205708510980168,3.8907328730179507,4.56640625,2.48828125,True
80000,3.231050080236928,3.9214896546228357,5.109375,1.49609375,True
90000,3.243720864865308,3.9368680454252782,6.0546875,1.0,True
100000,3.218379295608548,3.906111263820393,6.45703125,1.9921875,True
