n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,0.0,0.0,0.0,128.0,False
20,0.0,0.0,0.0,128.0,False
30,0.0,0.0,0.0,128.0,False
40,0.0,0.0,0.0,128.0,False
50,0.0,0.0,0.0,128.0,False
60,0.0,0.0,0.0,128.0,False
70,0.0,0.0,0.0,128.0,False
80,0.0,0.0,0.0,128.0,False
90,0.0,0.0,0.0,128.0,False
100,0.0,0.0,0.0,128.0,False
200,0.0,0.0,0.0,128.0,False
300,0.0,0.0,0.0,128.0,False
400,0.0,0.0,0.0,128.0,False
500,0.0,0.0,0.0,128.0,False
600,0.041587206301133994,0.025341569256760274,0.0078125,127.6875,False
700,0.023501209324629284,0.012670784628380137,0.00390625,127.90234375,False
800,0.0,0.0,0.0,128.0,False
900,0.0,0.0,0.0,128.0,False
1000,0.026208815498691567,0.012670784628380137,0.00390625,128.34765625,False
2000,0.04700241864925857,0.025341569256760274,0.0078125,128.18359375,False
3000,0.0,0.0,0.0,128.0,False
4000,0.026208815498691567,0.012670784628380137,0.00390625,128.2578125,False
5000,0.09671244347257943,0.05068313851352055,0.015625,127.9609375,False
6000,0.09400483729851714,0.05068313851352055,0.015625,127.98046875,False
7000,0.03887960012707171,0.025341569256760274,0.0078125,127.48046875,False
8000,0.1202136527972087,0.06335392314190069,0.01953125,128.23046875,False
9000,0.2196337024438504,0.11403706165542127,0.03515625,128.55078125,False
10000,0.2612209087449844,0.13937863091218156,0.04296875,128.15234375,False
20000,0.26663612109310897,0.13937863091218156,0.04296875,128.73828125,False
30000,0.6091910825082305,0.3167696157095034,0.09765625,129.45703125,False
40000,0.4157661955630716,0.2181109448565247,0.06640625,129.03515625,False
50000,0.5469161405047978,0.3248924342316903,0.11328125,126.08984375,False
60000,0.97438000700605,0.5289787913728033,0.18359375,129.45703125,False
70000,1.0727027654192438,0.58713872487074,0.20703125,128.5234375,False
80000,1.0580409764534175,0.5909789114276727,0.20703125,128.7578125,False
90000,1.160938167834872,0.6803380719388156,0.25,123.59375,False
100000,1.3183858166691143,0.7506910555073882,0.28125,127.80078125,False
