n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,3.6950420115100235,2.874095819534332,10.0,117.89453125,False
20,3.0545936011274186,2.459326383759824,20.0,125.18359375,False
30,2.681431727809465,2.1941528700173873,30.0,126.76171875,False
40,2.428926176154888,1.9999736680290712,40.0,129.0234375,False
50,2.2248870260991582,1.851129069831598,50.0,122.34375,False
60,2.078490246377129,1.7282613877621698,60.0,124.2578125,False
70,1.949701674260791,1.6143839896472774,70.0,132.6796875,False
80,1.8273691827673262,1.5278402497616852,80.0,124.0390625,False
90,1.7380645955394016,1.4550294968107584,90.0,124.41796875,False
100,1.6625383191265537,1.3867957063600491,100.0,134.1875,False
200,1.1841788949519358,0.984181564904826,200.0,133.44140625,False
300,0.967735685134654,0.8042775004065137,300.0,134.55078125,False
400,0.8343989011186408,0.7033913763866377,400.0,120.19921875,False
500,0.7679049021806781,0.6419470629633013,500.0,135.2109375,False
600,0.7126801482591285,0.6008244245316585,600.0,128.44921875,False
700,0.6712881382903275,0.569586582383728,700.0,123.703125,False
800,0.6486232006860888,0.5478833284723839,800.0,133.890625,False
900,0.6237134588313245,0.5309508713079504,900.0,130.77734375,False
1000,0.6086620361810591,0.5201991272620953,1000.0,129.62890625,False
2000,0.5382446203909642,0.47430856199974514,2000.0,135.02734375,False
3000,0.5139133336962982,0.46384067018397274,3000.0,125.7734375,False
4000,0.5038885261789171,0.4599447548754299,4000.0,129.88671875,False
5000,0.49519417750698075,0.45802957516180154,5000.0,119.6171875,False
6000,0.4922396895843034,0.4573413536068148,6000.0,125.828125,False
7000,0.4895593252720332,0.4568789055519834,7000.0,129.74609375,False
8000,0.48696595565662665,0.4561709968359295,8000.0,126.42578125,False
9000,0.4852566801953391,0.4559017165915469,9000.0,126.3359375,False
10000,0.48284138581709835,0.4559564810723649,10000.0,118.9296875,False
20000,0.4773163693798417,0.45840441715555996,20000.0,125.55859375,False
30000,0.47566118471246605,0.4595026423333577,30000.0,131.94140625,False
40000,0.47370790841744537,0.46066503102621537,40000.0,119.29296875,False
50000,0.4740344410609155,0.4615974311652252,50000.0,133.03125,False
60000,0.47306375003554046,0.46221085220804625,60000.0,125.93359375,False
70000,0.47334617280038627,0.46258765438810273,70000.0,134.3125,False
80000,0.4726482676563649,0.46297199393688704,80000.0,127.05859375,False
90000,0.47265082494870303,0.46342261116369887,90000.0,132.09375,False
100000,0.47250677401590263,0.46369700873129455,100000.0,131.2421875,False
