50,1.6479184330021637,0.6081976621622461,0.1875,152.0,False
60,1.8195766031065554,0.6715515853041467,0.23828125,154.5,False
70,2.437546015482366,0.8996257086149888,0.3125,163.5,False
80,2.1972245773362173,0.810930216216328,0.27734375,160.0,False
90,2.437546015482366,0.8996257086149888,0.3125,163.5,False
100,3.2958368660043247,1.2163953243244936,0.43359375,176.0,False
200,4.840760396943851,1.7865806326016038,0.80078125,198.5,False
300,6.351352293862498,2.3440951562503276,1.1953125,220.5,False
400,6.969321706238309,2.5721692795611677,1.6875,229.5,False
500,7.312638046447092,2.6988771258449678,1.90234375,234.5,False
1000,8.582908505219592,3.167696157095028,4.0234375,253.0,False
2000,8.788898309344862,3.243720864865308,7.67578125,256.0,False
3000,8.788898309344862,3.243720864865308,11.57421875,256.0,False
4000,8.788898309344862,3.243720864865308,15.6640625,256.0,False
5000,8.788898309344862,3.243720864865308,19.4921875,256.0,False
10000,8.788898309344862,3.243720864865308,38.86328125,256.0,False
20000,8.788898309344862,3.243720864865308,77.68359375,256.0,False
30000,8.788898309344862,3.243720864865308,117.3828125,256.0,False
40000,8.788898309344862,3.243720864865308,157.34765625,256.0,False
50000,8.788898309344862,3.243720864865308,195.34765625,256.0,False
100000,8.788898309344862,3.243720864865308,390.0625,256.0,False
