50,0.05783284334550771,0.025341569256760274,0.0078125,128.8359375,False
60,0.0,0.0,0.0,128.0,False
70,0.026208815498691567,0.012670784628380137,0.00390625,128.16796875,False
80,0.0,0.0,0.0,128.0,False
90,0.05241763099738314,0.025341569256760274,0.0078125,128.21875,False
100,0.07591884032201242,0.03801235388514041,0.01171875,128.30078125,False
200,0.028916421672753854,0.012670784628380137,0.00390625,128.3828125,False
300,0.16537571151433625,0.07602470777028084,0.0234375,130.06640625,False
400,0.20696291781547027,0.10136627702704112,0.03125,128.87890625,False
500,0.11025047434289084,0.05068313851352055,0.015625,129.38671875,False
1000,0.4333656356944764,0.21540333868246242,0.0703125,130.85546875,False
2000,0.4974809376300402,0.22942792639787368,0.07421875,133.5390625,False
3000,1.1743621744898276,0.5529665575425324,0.18359375,140.1484375,False
4000,1.2159493807909612,0.5810157329733548,0.1953125,140.265625,False
5000,1.9271622516716251,0.9212865580074872,0.32421875,149.7734375,False
10000,3.3232638226783733,1.6366508100854118,0.68359375,166.17578125,False
20000,4.879619067664513,2.5178193287995527,1.30859375,186.70703125,False
30000,5.628615988391228,2.9779597975233876,1.9609375,208.01953125,False
40000,5.621934830025269,3.0950194646527573,2.4453125,206.96875,False
50000,5.512095864081298,3.153194982937618,3.328125,217.51953125,False
100000,5.126739152214722,3.093336953683112,6.9453125,243.734375,False
