n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,0.2863408537106734,0.15963300742687206,0.046875,133.0,False
20,0.5440476220502793,0.3033027141110569,0.078125,137.5,False
30,0.6013157927924141,0.3352293155964313,0.0859375,138.5,False
40,0.97355890261629,0.5427522252513651,0.140625,145.0,False
50,1.2312656709558962,0.6864219319355505,0.18359375,149.5,False
60,1.975751890603648,1.1014677512454185,0.30859375,162.5,False
70,1.8612155491193785,1.03761454827467,0.29296875,160.5,False
80,1.975751890603648,1.1014677512454185,0.328125,162.5,False
90,2.204824573572187,1.2291741571869157,0.35546875,166.5,False
100,2.3193609150564565,1.2930273601576643,0.38671875,168.5,False
200,4.352380976402235,2.4264217128884575,0.8359375,204.0,False
300,4.982330854565707,2.7776143292275797,1.22265625,215.0,False
400,5.526378476615979,3.0809170433386397,1.45703125,224.5,False
500,6.1276942694083845,3.4161463589350745,1.8515625,235.0,False
600,6.5285714646033215,3.6396325693326976,2.2734375,242.0,False
700,6.9294486597982585,3.863118779730321,2.67578125,249.0,False
800,7.158521342766794,3.9908251856718198,3.2265625,253.0,False
900,7.215789513508928,4.022751787157194,3.4765625,254.0,False
1000,7.072619086653593,3.9429352834437577,3.82421875,251.5,False
2000,7.3303258549931956,4.086604990127942,7.578125,256.0,False
3000,7.3303258549931956,4.086604990127942,11.9375,256.0,False
4000,7.3303258549931956,4.086604990127942,16.08984375,256.0,False
5000,7.3303258549931956,4.086604990127942,19.3984375,256.0,False
6000,7.3303258549931956,4.086604990127942,23.1328125,256.0,False
7000,7.3303258549931956,4.086604990127942,27.26953125,256.0,False
8000,7.3303258549931956,4.086604990127942,31.34765625,256.0,False
9000,7.3303258549931956,4.086604990127942,35.390625,256.0,False
10000,7.3303258549931956,4.086604990127942,38.9921875,256.0,False
20000,7.3303258549931956,4.086604990127942,78.37890625,256.0,False
30000,7.3303258549931956,4.086604990127942,117.53125,256.0,False
40000,7.3303258549931956,4.086604990127942,155.984375,256.0,False
50000,7.3303258549931956,4.086604990127942,193.9609375,256.0,False
60000,7.3303258549931956,4.086604990127942,233.23046875,256.0,False
70000,7.3303258549931956,4.086604990127942,274.2421875,256.0,False
80000,7.3303258549931956,4.086604990127942,312.91796875,256.0,False
90000,7.3303258549931956,4.086604990127942,350.65625,256.0,False
100000,7.3303258549931956,4.086604990127942,391.15234375,256.0,False
