n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,-0.3659973276986016,-0.5157080888748169,0.5546875,109.74609375,False
20,-0.5319558249579536,-0.7767279942830404,1.1796875,91.66796875,False
30,-0.5504141924116346,-0.8689636241065132,1.6953125,86.5234375,False
40,-0.5005588711632625,-0.8585047668880887,2.23046875,82.40234375,False
50,-0.48230658059758125,-0.852311959580229,2.6171875,78.921875,False
60,-0.3897738758662873,-0.7817989134746466,3.55078125,76.765625,False
70,-0.3938943825962045,-0.7564231663760774,4.04296875,63.203125,False
80,-0.3700664504561325,-0.708198046912532,4.546875,53.6796875,False
90,-0.31839734640359946,-0.638961972962279,5.22265625,54.83203125,False
100,-0.3053011938377435,-0.5617470843043887,6.1171875,45.3359375,False
200,-0.2115843829110714,-0.32670875370649716,11.80859375,21.39453125,False
300,-0.18478072101890572,-0.22249181679785485,17.48046875,10.25390625,False
400,-0.17952594766389532,-0.18313878588299537,22.828125,5.04296875,False
500,-0.17335432892700836,-0.14596851584227763,28.859375,2.03515625,True
600,-0.16571708752489495,-0.1327351479624588,33.84765625,1.6953125,True
700,-0.16521541800652315,-0.11667800972425908,39.6015625,1.3125,True
800,-0.156420592965253,-0.10242784054223723,46.42578125,1.14453125,True
900,-0.15480968824020283,-0.09742815733179543,52.296875,1.21484375,True
1000,-0.15838322764470242,-0.09154662914549122,58.0625,1.03125,True
2000,-0.15216669208837874,-0.06268428400973872,115.55859375,1.0,True
3000,-0.14802816406487596,-0.05429941180944264,172.62890625,1.0,True
4000,-0.14722823951028177,-0.04879564445245192,230.7421875,1.0,True
5000,-0.14579029453789058,-0.0447476621058243,286.98046875,1.0,True
6000,-0.14491590890081466,-0.0428299653957687,346.05078125,1.0,True
7000,-0.14450260346960303,-0.04192042461922342,404.23046875,1.0,True
8000,-0.14572572018803856,-0.04085541936584807,460.25,1.0,True
9000,-0.14459196068608807,-0.04059308944415105,519.109375,1.0,True
10000,-0.14490055358920062,-0.03973723213811109,575.06640625,1.0,True
20000,-0.14467320149233132,-0.03705356940610351,1154.55859375,1.0,True
30000,-0.14460914680839312,-0.03608578881043516,1728.53125,1.0,True
40000,-0.14387729171832808,-0.03584280165641416,2304.37109375,1.0,True
50000,-0.14364569230105328,-0.035232803725754325,2887.6796875,1.0,True
60000,-0.14384744095220883,-0.03533349755318925,3458.078125,1.0,True
70000,-0.14403194797932323,-0.03549650502698836,4030.32421875,1.0,True
80000,-0.14393690823282798,-0.03510925673735116,4616.37109375,1.0,True
90000,-0.14342312400295174,-0.03484978649458337,5192.390625,1.0,True
100000,-0.14395580584847018,-0.03511031412508113,5767.01171875,1.0,True
