n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,-0.009285688400268555,-0.009285688400268555,0.0078125,127.01171875,False
20,-0.013928532600402832,-0.013928532600402832,0.01171875,126.51953125,False
30,-0.01857137680053711,-0.01857137680053711,0.015625,126.03125,False
40,-0.027857065200805664,-0.027857065200805664,0.0234375,125.03515625,False
50,-0.03714275360107422,-0.03714275360107422,0.03125,124.05078125,False
60,-0.05571413040161133,-0.05571413040161133,0.046875,122.06640625,False
70,-0.041785597801208496,-0.041785597801208496,0.03515625,123.55078125,False
80,-0.09749972820281982,-0.09749972820281982,0.0859375,117.6171875,False
90,-0.04642844200134277,-0.04642844200134277,0.0390625,123.06640625,False
100,-0.060356974601745605,-0.060356974601745605,0.05078125,121.57421875,False
200,-0.12999963760375977,-0.12999963760375977,0.109375,114.16796875,False
300,-0.2042851448059082,-0.2042851448059082,0.18359375,106.28125,False
400,-0.2924991846084595,-0.2924991846084595,0.296875,96.859375,False
500,-0.29714202880859375,-0.29714202880859375,0.296875,96.37109375,False
600,-0.3714275360107422,-0.3714275360107422,0.3828125,88.45703125,False
700,-0.4271416664123535,-0.4271416664123535,0.4140625,82.55859375,False
800,-0.4874986410140991,-0.4874986410140991,0.5625,76.1015625,False
900,-0.5432127714157104,-0.5432127714157104,0.62890625,70.15625,False
1000,-0.6267839670181274,-0.6267839670181274,0.7109375,61.30078125,False
2000,-0.8821403980255127,-0.8821403980255127,1.31640625,34.109375,False
3000,-1.0307114124298096,-1.0307114124298096,1.8984375,18.30859375,False
4000,-1.1003540754318237,-1.1003540754318237,2.59375,10.89453125,False
5000,-1.1653538942337036,-1.1653538942337036,3.453125,3.97265625,False
6000,-1.1653538942337036,-1.1653538942337036,3.98828125,3.97265625,False
7000,-1.1792824268341064,-1.1792824268341064,4.7265625,2.4921875,False
8000,-1.1792824268341064,-1.1792824268341064,5.3984375,2.484375,False
9000,-1.188568115234375,-1.188568115234375,6.04296875,1.5,False
10000,-1.188568115234375,-1.188568115234375,6.6328125,1.5,False
20000,-1.188568115234375,-1.188568115234375,13.32421875,1.5,False
30000,-1.188568115234375,-1.188568115234375,20.01953125,1.5,False
40000,-1.188568115234375,-1.188568115234375,26.1875,1.5,False
50000,-1.188568115234375,-1.188568115234375,32.6796875,1.5,False
60000,-1.188568115234375,-1.188568115234375,40.08984375,1.5,False
70000,-1.188568115234375,-1.188568115234375,46.34765625,1.5,False
80000,-1.188568115234375,-1.188568115234375,51.84375,1.5,False
90000,-1.188568115234375,-1.188568115234375,59.16796875,1.5,False
100000,-1.188568115234375,-1.188568115234375,64.37890625,1.5,False
