n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,0.0,0.0,0.0,128.0,False
20,0.0,0.0,0.0,128.0,False
30,0.0,0.0,0.0,128.0,False
40,0.0,0.0,0.0,128.0,False
50,-0.006783246994018555,-0.009285688400268555,0.0078125,127.6328125,False
60,0.0,0.0,0.0,128.0,False
70,0.0,0.0,0.0,128.0,False
80,-0.0029643774032592773,-0.004642844200134277,0.00390625,127.84375,False
90,-0.005928754806518555,-0.009285688400268555,0.0078125,127.78515625,False
100,-0.004429221153259277,-0.004642844200134277,0.00390625,127.55859375,False
200,-0.018392443656921387,-0.023214221000671387,0.01953125,127.234375,False
300,-0.02642691135406494,-0.03249990940093994,0.02734375,126.3125,False
400,-0.016530871391296387,-0.023214221000671387,0.01953125,127.6953125,False
500,-0.021814584732055664,-0.027857065200805664,0.0234375,126.77734375,False
600,-0.016286730766296387,-0.023214221000671387,0.01953125,128.078125,False
700,-0.03495383262634277,-0.04642844200134277,0.0390625,125.9140625,False
800,-0.03871166706085205,-0.05107128620147705,0.04296875,126.37109375,False
900,-0.05127525329589844,-0.07346153259277344,0.06640625,126.89453125,False
1000,-0.04650616645812988,-0.06499981880187988,0.0546875,127.27734375,False
2000,-0.07630252838134766,-0.11060428619384766,0.09765625,127.48046875,False
3000,-0.12838232517242432,-0.17777502536773682,0.16796875,123.91015625,False
4000,-0.1983788013458252,-0.2812645435333252,0.2734375,121.30078125,False
5000,-0.232575429810418,-0.3386918306350708,0.34765625,121.3203125,False
6000,-0.2787179946899414,-0.3980417251586914,0.40234375,118.671875,False
7000,-0.31477724181281197,-0.4388549327850342,0.47265625,113.89453125,False
8000,-0.3271135091781616,-0.4675401449203491,0.51171875,115.5390625,False
9000,-0.3778501351674398,-0.562415361404419,0.61328125,118.36328125,False
10000,-0.3498557408650716,-0.5310792922973633,0.62890625,116.984375,False
20000,-0.5137169408798218,-0.8086861181259155,1.265625,99.578125,False
30000,-0.505546759499444,-0.8812336084577772,1.953125,101.2109375,False
40000,-0.43125133591174003,-0.8164293430073188,2.45703125,96.51171875,False
50000,-0.37581542519785405,-0.7736028805617631,3.44921875,85.09375,False
60000,-0.31111210788458654,-0.7339037306779094,4.19140625,85.38671875,False
70000,-0.304059882425848,-0.6899646544249115,4.48046875,78.66796875,False
80000,-0.27253223135318594,-0.643607975159498,5.29296875,72.921875,False
90000,-0.23820041895270663,-0.5648416734056756,5.8828125,72.9765625,False
100000,-0.22969861086413182,-0.5334423012578018,6.48828125,67.97265625,False
