n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,-0.46476099332173676,-0.9027035999298095,1.62109375,124.8828125,False
20,-0.2898356686698066,-0.7969108785144865,3.39453125,133.51953125,False
30,-0.21202138165017173,-0.6591923195852842,4.91015625,123.9609375,False
40,-0.13546848204385345,-0.5049543463065064,6.6875,131.0,False
50,-0.11141802749806563,-0.4205097472294077,8.10546875,133.1953125,False
60,-0.08345336446118372,-0.33854524040381084,10.20703125,133.12890625,False
70,-0.07197097297910965,-0.28836209101421933,11.72265625,132.28515625,False
80,-0.06609563488839944,-0.2508500081479378,13.4375,120.75390625,False
90,-0.055321712751432994,-0.2191039972442678,15.24609375,129.05859375,False
100,-0.0480843607787825,-0.19172759508630927,17.41015625,127.9296875,False
200,-0.023286338421439054,-0.09820853056658777,33.92578125,132.625,False
300,-0.015772264421958726,-0.06595842458118055,50.56640625,132.546875,False
400,-0.012282022673814586,-0.04933427122114049,66.63671875,127.7890625,False
500,-0.00990393390893429,-0.03870755066419188,85.0703125,125.5,False
600,-0.0077465399140867535,-0.03316294896038835,100.10546875,135.30078125,False
700,-0.006830888331846389,-0.02789422642719074,117.1171875,126.6640625,False
800,-0.00592003393215212,-0.024670782014567308,135.95703125,128.11328125,False
900,-0.00536500382981324,-0.021407857326023644,152.04296875,124.328125,False
1000,-0.0052323410259543365,-0.019551380064800332,167.33984375,121.08203125,False
2000,-0.0023776888207378507,-0.009862809994989272,335.1484375,129.203125,False
3000,-0.0017074552745185284,-0.006665256462591449,502.38671875,124.16796875,False
4000,-0.0010961440412821722,-0.00480672139529808,669.25390625,135.34765625,False
5000,-0.0009726482075584947,-0.0039107885394477765,839.49609375,126.2109375,False
6000,-0.0008304144485645952,-0.0032829684163769635,1012.04296875,126.015625,False
7000,-0.0006591338595335161,-0.0027696606099823127,1174.76171875,134.09375,False
8000,-0.0005815528328735894,-0.002478743904732357,1341.08203125,129.16796875,False
9000,-0.0005067153404751006,-0.0021602161383725647,1509.890625,135.1171875,False
10000,-0.0004712705553234874,-0.0019648127655771588,1676.75390625,129.83984375,False
20000,-0.0002568230008986012,-0.0009615198392608125,3356.26953125,123.65234375,False
30000,-0.00015002449722438145,-0.0006491624596121126,5032.4921875,137.51953125,False
40000,-0.00013292974458013602,-0.0004866289035955994,6710.49609375,119.6953125,False
50000,-9.8200374067369e-05,-0.00038140133800381007,8385.8515625,124.625,False
60000,-8.332239180268266e-05,-0.00031859123234810084,10065.40625,127.828125,False
70000,-7.1115893370941e-05,-0.00027908576337181795,11737.81640625,124.72265625,False
80000,-5.470723126490716e-05,-0.0002402840467248969,13426.234375,136.06640625,False
90000,-5.568037437664773e-05,-0.00022059878684873533,15098.63671875,127.23046875,False
100000,-5.1088431694664034e-05,-0.00018962447728220532,16772.4453125,122.40625,False
