n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,-0.04642844200134277,-0.04642844200134277,0.046875,123.046875,False
20,-0.08821403980255127,-0.08821403980255127,0.078125,118.59765625,False
30,-0.09749972820281982,-0.09749972820281982,0.0859375,117.61328125,False
40,-0.15785670280456543,-0.15785670280456543,0.140625,111.19921875,False
50,-0.19964230060577393,-0.19964230060577393,0.18359375,106.765625,False
60,-0.32035624980926514,-0.32035624980926514,0.30859375,93.90234375,False
70,-0.301784873008728,-0.301784873008728,0.29296875,95.89453125,False
80,-0.32035624980926514,-0.32035624980926514,0.328125,93.9140625,False
90,-0.35749900341033936,-0.35749900341033936,0.35546875,89.95703125,False
100,-0.37607038021087646,-0.37607038021087646,0.38671875,87.97265625,False
200,-0.7057123184204102,-0.7057123184204102,0.8359375,52.890625,False
300,-0.8078548908233643,-0.8078548908233643,1.22265625,42.0078125,False
400,-0.8960689306259155,-0.8960689306259155,1.45703125,32.62890625,False
500,-0.9935686588287354,-0.9935686588287354,1.8515625,22.24609375,False
600,-1.0585684776306152,-1.0585684776306152,2.2734375,15.34375,False
700,-1.1235682964324951,-1.1235682964324951,2.67578125,8.42578125,False
800,-1.1607110500335693,-1.1607110500335693,3.2265625,4.4609375,False
900,-1.169996738433838,-1.169996738433838,3.4765625,3.4765625,False
1000,-1.1467825174331665,-1.1467825174331665,3.82421875,5.9609375,False
2000,-1.188568115234375,-1.188568115234375,7.578125,1.5,False
3000,-1.188568115234375,-1.188568115234375,11.9375,1.5,False
4000,-1.188568115234375,-1.188568115234375,16.08984375,1.5,False
5000,-1.188568115234375,-1.188568115234375,19.3984375,1.5,False
6000,-1.188568115234375,-1.188568115234375,23.1328125,1.5,False
7000,-1.188568115234375,-1.188568115234375,27.26953125,1.5,False
8000,-1.188568115234375,-1.188568115234375,31.34765625,1.5,False
9000,-1.188568115234375,-1.188568115234375,35.390625,1.5,False
10000,-1.188568115234375,-1.188568115234375,38.9921875,1.5,False
20000,-1.188568115234375,-1.188568115234375,78.37890625,1.5,False
30000,-1.188568115234375,-1.188568115234375,117.53125,1.5,False
40000,-1.188568115234375,-1.188568115234375,155.984375,1.5,False
50000,-1.188568115234375,-1.188568115234375,193.9609375,1.5,False
60000,-1.188568115234375,-1.188568115234375,233.23046875,1.5,False
70000,-1.188568115234375,-1.188568115234375,274.2421875,1.5,False
80000,-1.188568115234375,-1.188568115234375,312.91796875,1.5,False
90000,-1.188568115234375,-1.188568115234375,350.65625,1.5,False
100000,-1.188568115234375,-1.188568115234375,391.15234375,1.5,False
