n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,-0.3505170875125461,-0.5305521488189697,0.55078125,121.34765625,False
20,-0.4279432333840264,-0.7639094877243042,1.140625,125.36328125,False
30,-0.42948462857140435,-0.8527403116226195,1.703125,125.046875,False
40,-0.3922272830022676,-0.8735087916904506,2.46484375,128.3984375,False
50,-0.35222316939814574,-0.8592365129842778,2.796875,126.53125,False
60,-0.309465244529409,-0.7916996375677653,3.6015625,117.6875,False
70,-0.2838219385712112,-0.7376830158779257,3.93359375,122.0078125,False
80,-0.25417871825156874,-0.6745595622765604,4.703125,105.59375,False
90,-0.2057761760225261,-0.6131799429507852,5.35546875,113.53515625,False
100,-0.18324743136247745,-0.5751880500543096,5.9765625,116.609375,False
200,-0.08830054290722911,-0.29193413934522966,11.8203125,110.44921875,False
300,-0.0627541488786967,-0.19606951477229975,17.37109375,96.26171875,False
400,-0.05498421830372968,-0.14792026236162248,23.0625,83.63671875,False
500,-0.04459300160439291,-0.11642424249804381,29.11328125,78.53515625,False
600,-0.042386267943120316,-0.10057685632788836,34.59765625,66.3671875,False
700,-0.037862428314261495,-0.0855527514858319,39.8359375,62.91796875,False
800,-0.03410806976116681,-0.07404246363399579,46.875,54.43359375,False
900,-0.030893244542014257,-0.06489796715262042,52.609375,49.86328125,False
1000,-0.032414002096350904,-0.06282907355824444,56.7265625,40.50390625,False
2000,-0.024628994945759004,-0.03110159926251344,114.34375,16.06640625,False
3000,-0.021427152850184133,-0.021523598691680662,172.26953125,5.91796875,False
4000,-0.020505943859187505,-0.01685031417304793,229.9921875,2.0703125,True
5000,-0.019663456010928775,-0.01382629190026856,287.9140625,1.39453125,True
6000,-0.019299125491216512,-0.012086853555427352,347.8203125,1.26953125,True
7000,-0.019033574996319615,-0.010690650550379011,405.67578125,1.08984375,True
8000,-0.018249925012084358,-0.009660350069378024,461.34375,1.01953125,True
9000,-0.018532176875683874,-0.008729611575261793,521.19140625,1.0078125,True
10000,-0.01833553773026125,-0.008275629964686724,574.88671875,1.0,True
20000,-0.017806627122823996,-0.005558677352319512,1152.984375,1.0,True
30000,-0.017467574337924008,-0.004512489462389265,1728.125,1.0,True
40000,-0.01755344966108666,-0.0040117205697622095,2308.78515625,1.0,True
50000,-0.017269838663068336,-0.0037382251044321487,2880.48046875,1.0,True
60000,-0.017380444584791918,-0.0036012561649789465,3460.4921875,1.0,True
70000,-0.01715287982958927,-0.0033614893228607816,4027.2421875,1.0,True
80000,-0.016976029594290582,-0.003289821072478191,4617.7109375,1.0,True
90000,-0.016986149210718945,-0.003211415984064244,5191.79296875,1.0,True
100000,-0.016944779089409064,-0.003166134921300215,5765.48046875,1.0,True
