n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,-0.13731014728546143,-0.19881832599639893,0.171875,125.53125,False
20,-0.24766480922698975,-0.33602845668792725,0.3046875,116.7578125,False
30,-0.3351070218616061,-0.4945122003555298,0.5546875,117.20703125,False
40,-0.33415379789140487,-0.5169066190719604,0.625,117.953125,False
50,-0.40726032521989614,-0.6340805292129517,0.75,115.45703125,False
60,-0.46964311122894287,-0.7290998983383179,1.0,109.3046875,False
70,-0.407601956791348,-0.6829270029067993,1.203125,109.00390625,False
80,-0.46604018794165714,-0.7438939544889662,1.2265625,103.75,False
90,-0.4772806511984931,-0.7932525682449341,1.4453125,103.96484375,False
100,-0.49592813803225155,-0.8511709762971146,1.87890625,94.4609375,False
200,-0.3864546065319693,-0.8023046214239937,3.37890625,91.3125,False
300,-0.30325993166524284,-0.647165654505084,5.10546875,73.765625,False
400,-0.23273541269611228,-0.5307159497891143,6.6328125,68.84765625,False
500,-0.20542435623023894,-0.42252927919095545,8.5390625,51.57421875,False
600,-0.17930624551340937,-0.3526435603884339,10.03515625,46.50390625,False
700,-0.16977336513872057,-0.3189910651194474,11.421875,38.203125,False
800,-0.14540765480608717,-0.26438019730282347,13.4921875,36.77734375,False
900,-0.14537481189839974,-0.22984121328195634,15.6484375,26.375,False
1000,-0.1348112607634774,-0.21841529329936638,16.625,26.45703125,False
2000,-0.11423550984595983,-0.11453996409697174,33.4609375,5.22265625,False
3000,-0.10716601984169027,-0.08149261691929652,50.12890625,2.046875,True
4000,-0.10304657200761701,-0.06688259402602814,67.25390625,1.2890625,True
5000,-0.0984451954822424,-0.05733057584196884,83.76171875,1.0546875,True
6000,-0.09562779800762537,-0.04964591337076487,100.7734375,1.01171875,True
7000,-0.09531550502964865,-0.04458389932244348,117.91796875,1.0,True
8000,-0.0956818516434407,-0.04113615077641445,135.99609375,1.0,True
9000,-0.09362025107086595,-0.038133894478006525,151.078125,1.0,True
10000,-0.09376417173404016,-0.03744011217665445,167.23046875,1.0,True
20000,-0.09321700043976189,-0.027680581002937573,336.421875,1.0,True
30000,-0.09066892750670036,-0.023921719493244308,504.49609375,1.0,True
40000,-0.09056259751322618,-0.02288691234155248,672.38671875,1.0,True
50000,-0.08971782758794677,-0.02129583507237323,840.64453125,1.0,True
60000,-0.08981381351881006,-0.0211132960996833,1004.78125,1.0,True
70000,-0.08998676361603056,-0.02123487287231293,1174.91015625,1.0,True
80000,-0.0905333536827937,-0.020554343784667528,1346.3046875,1.0,True
90000,-0.08955982655886552,-0.020128060335955673,1517.49609375,1.0,True
100000,-0.0902499064424909,-0.020125815139553353,1682.9765625,1.0,True
