n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,0.037883487723144725,0.0393078748855975,0.0078125,127.0078125,True
20,0.11365046316943418,0.1179236246567925,0.0234375,125.0234375,True
30,0.07576697544628945,0.078615749771195,0.015625,126.015625,True
40,0.11365046316943418,0.1179236246567925,0.0234375,125.0234375,True
50,0.1515339508925789,0.15723149954239,0.03125,124.03125,True
60,0.24624267020044066,0.2555011867563837,0.05078125,121.55078125,True
70,0.2273009263388683,0.235847249313585,0.05078125,122.046875,True
80,0.2273009263388683,0.235847249313585,0.05078125,122.046875,True
90,0.17047569475415125,0.17688543698518874,0.03515625,123.53515625,True
100,0.35989313336987494,0.37342481141317624,0.078125,118.57421875,True
200,0.6061358035703156,0.62892599816956,0.12890625,112.125,True
300,1.2312133510022036,1.2775059337819172,0.2734375,95.75390625,True
400,1.0986211439711966,1.1399283716823267,0.23828125,99.2265625,True
500,1.3069803264484934,1.3561216835531118,0.328125,93.76953125,True
600,1.6668734598183697,1.729546494966286,0.41015625,84.34375,True
700,1.7805239229878043,1.8474701196230778,0.4609375,81.3671875,True
800,2.083591824772962,2.161933118707858,0.578125,73.4296875,True
900,2.083591824772962,2.161933118707858,0.58984375,73.4296875,True
1000,2.178300544080823,2.2602028059218524,0.625,70.94921875,True
2000,3.3716304073598726,3.498400864818181,1.24609375,39.6953125,True
3000,4.0724749302380445,4.225596550201739,1.9140625,21.33984375,True
4000,4.54601852677735,4.71694498627171,2.71484375,8.9375,True
5000,4.735435965393072,4.913484360699699,3.2578125,3.9765625,True
6000,4.792261196977789,4.9724461730280956,3.8515625,2.48828125,True
7000,4.849086428562505,5.031407985356492,4.55859375,1.0,True
8000,4.811202940839361,4.992100110470894,5.265625,1.9921875,True
9000,4.811202940839361,4.992100110470894,5.90625,1.9921875,True
10000,4.849086428562505,5.031407985356492,6.78125,1.0,True
20000,4.849086428562505,5.031407985356492,13.35546875,1.0,True
30000,4.849086428562505,5.031407985356492,19.515625,1.0,True
40000,4.849086428562505,5.031407985356492,26.42578125,1.0,True
50000,4.849086428562505,5.031407985356492,32.83984375,1.0,True
60000,4.849086428562505,5.031407985356492,38.29296875,1.0,True
70000,4.849086428562505,5.031407985356492,46.28125,1.0,True
80000,4.849086428562505,5.031407985356492,52.4296875,1.0,True
90000,4.849086428562505,5.031407985356492,58.30859375,1.0,True
100000,4.849086428562505,5.031407985356492,65.484375,1.0,True
