n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,6.7315610489295805,0.4767997199662713,0.55078125,146.44921875,False
20,9.492498409910814,1.62089980570254,1.140625,150.5703125,False
30,11.239120907357487,2.5458413091073497,1.703125,157.52734375,False
40,12.478289332843865,3.244847331437192,2.46484375,173.015625,False
50,12.587720260902286,3.883128652765027,2.796875,175.22265625,False
60,12.699284987681951,4.450034283276721,3.6015625,176.41015625,False
70,12.579289803113772,4.557595569283725,3.93359375,182.1171875,False
80,12.669849294765235,5.063298562762042,4.703125,186.5390625,False
90,12.498185505766633,5.324156850381123,5.35546875,192.51171875,False
100,12.289423006906194,5.559542227544987,5.9765625,187.64453125,False
200,11.614588648367803,6.431117806871955,11.8203125,211.52734375,False
300,11.260241602230366,6.62975831532987,17.37109375,224.97265625,False
400,11.061882667762017,6.766931364489919,23.0625,236.6484375,False
500,10.78875672861378,6.867035438172004,29.11328125,238.46484375,False
600,10.71851485503131,6.870610193146915,34.59765625,245.12109375,False
700,10.531808048320146,6.891526261800612,39.8359375,246.10546875,False
800,10.432704395385043,6.915129835347729,46.875,249.76953125,False
900,10.242706446182572,6.899956560801675,52.609375,250.83203125,False
1000,10.241806138207826,6.881548932589815,56.7265625,250.95703125,False
2000,9.690788527178414,6.771786439051341,114.34375,255.69921875,False
3000,9.373779697571054,6.695756343209117,172.26953125,255.9765625,False
4000,9.244547339100672,6.644318224004869,229.9921875,256.0,False
5000,9.144557844801497,6.5958589153600204,287.9140625,256.0,False
6000,9.051856665439841,6.5748430890590335,347.8203125,256.0,False
7000,8.990608128536559,6.554393849283632,405.67578125,256.0,False
8000,8.926619787675097,6.53794164533692,461.34375,256.0,False
9000,8.9075675256118,6.536303204962596,521.19140625,256.0,False
10000,8.865282796178908,6.526499128253798,574.88671875,256.0,False
20000,8.741147323740048,6.49694763859594,1152.984375,256.0,False
30000,8.70357872449762,6.502764160813894,1728.125,256.0,False
40000,8.6879145162609,6.508269057545444,2308.78515625,256.0,False
50000,8.66653170567283,6.514629835250987,2880.48046875,256.0,False
60000,8.6676798061592,6.507968357425912,3460.4921875,256.0,False
70000,8.65625291693144,6.517788898327199,4027.2421875,256.0,False
80000,8.645218454067912,6.517170514824529,4617.7109375,256.0,False
90000,8.64101997921661,6.524888011792755,5191.79296875,256.0,False
100000,8.636655937870977,6.520497071942489,5765.48046875,256.0,False
