n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,3.5928975255068734,0.0998268862261448,0.1875,147.3046875,False
20,7.168270663410425,0.26404393920396085,0.39453125,167.33984375,False
30,7.704683161389403,0.38698297234345647,0.453125,170.54296875,False
40,9.412792036910233,0.6596368001196669,0.65625,181.23828125,False
50,10.583306162290162,0.973948797836711,0.80078125,188.48828125,False
60,13.002363712888927,1.2257812817862577,1.03515625,202.3203125,False
70,13.476154433026466,1.4093604379232523,1.16015625,207.34375,False
80,14.910871185822272,1.7070251624105028,1.3671875,214.73828125,False
90,15.072272998012986,1.8646377299099481,1.48046875,216.29296875,False
100,15.778929445560395,2.1304044127929336,1.66015625,222.90625,False
200,18.712420693616103,4.073621140139421,3.41796875,248.16015625,False
300,18.84753379304092,4.872479801938738,4.95703125,252.9609375,False
400,18.75635183039972,5.285228967317405,6.7421875,255.73828125,False
500,18.543570369777576,5.520848485610936,8.33984375,255.921875,False
600,18.361186214851074,5.705157121170605,10.078125,255.9609375,False
700,18.306386499034748,5.835596673205065,11.421875,255.90234375,False
800,18.23249910167243,5.912175381486303,13.43359375,256.0,False
900,18.202369623016306,5.931585794226073,15.078125,256.0,False
1000,17.947180141499743,5.997357918052441,16.640625,256.0,False
2000,17.706055127052785,6.101911889661274,33.296875,256.0,False
3000,17.51791487358062,6.120687204523738,49.8984375,256.0,False
4000,17.42705356449412,6.068387235155527,67.65625,256.0,False
5000,17.34129746344153,6.041873216161002,84.79296875,256.0,False
6000,17.237771474211726,6.055525871399064,101.015625,256.0,False
7000,17.195171120882677,6.0161101339909795,118.171875,256.0,False
8000,17.177134571471658,6.015178500020772,134.21875,256.0,False
9000,17.14424290399831,5.994874924895444,152.00390625,256.0,False
10000,17.09548941860376,5.988092333552651,167.890625,256.0,False
20000,16.979287849277544,5.925562096785045,335.53515625,256.0,False
30000,16.934981513661334,5.8590459461930715,504.30078125,256.0,False
40000,16.899750758764597,5.835308247213749,672.95703125,256.0,False
50000,16.852080212076622,5.801890479236984,838.80859375,256.0,False
60000,16.85667766617123,5.795533874493997,1009.76953125,256.0,False
70000,16.844913029638903,5.790379120897718,1172.99609375,256.0,False
80000,16.829146244505065,5.785978939298628,1346.1796875,256.0,False
90000,16.82156836884814,5.768812312388373,1513.5703125,256.0,False
100000,16.82482100302927,5.769561353590526,1674.7578125,256.0,False
