n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,0.06003508859814614,0.0015246926302947491,0.00390625,128.203125,False
20,0.07173716779171642,0.0015246926302947491,0.00390625,128.4296875,False
30,0.0,0.0,0.0,128.0,False
40,0.0,0.0,0.0,128.0,False
50,0.06003508859814614,0.0015246926302947491,0.00390625,128.25390625,False
60,0.0,0.0,0.0,128.0,False
70,0.0,0.0,0.0,128.0,False
80,0.06003508859814614,0.0015246926302947491,0.00390625,128.16796875,False
90,0.10836809800272199,0.0030493852605894983,0.0078125,128.05859375,False
100,0.13177225638986254,0.0030493852605894983,0.0078125,128.65625,False
200,0.048333009404575855,0.0015246926302947491,0.00390625,128.08984375,False
300,0.38361468997601733,0.009148155781768495,0.0234375,129.37109375,False
400,0.453827165137439,0.009148155781768495,0.0234375,130.48046875,False
500,0.22843827519901427,0.0060987705211789965,0.015625,128.69140625,False
600,0.7571460415508926,0.02576609195275023,0.046875,131.5390625,False
700,0.5504931839465907,0.012197541042357995,0.03125,130.51171875,False
800,0.5887428549500244,0.02704305365865112,0.03515625,130.7265625,False
900,1.1142131397170467,0.02591977471501073,0.06640625,132.83984375,False
1000,0.9605614175703382,0.024395082084715983,0.0625,130.8515625,False
2000,2.032763307442135,0.08631746824494568,0.13671875,136.8515625,False
3000,2.272215730987865,0.13073523856450478,0.16015625,137.8359375,False
4000,3.7357396488025922,0.20171173234436965,0.26171875,144.83984375,False
5000,4.529111769988724,0.2929591019162864,0.34375,146.1171875,False
6000,5.680391210532622,0.35399483092588685,0.41796875,149.2734375,False
7000,6.178007827223832,0.4654428342292791,0.46875,153.86328125,False
8000,6.325368766484108,0.5191871399409946,0.50390625,155.0703125,False
9000,7.609777479677088,0.7445576861158629,0.6484375,162.484375,False
10000,7.899346783648355,0.6596604558928845,0.66015625,164.69921875,False
20000,11.046108859050157,1.4864853311693698,1.12890625,181.94140625,False
30000,13.625500239843538,2.8716795302589073,1.9375,203.203125,False
40000,14.490745676444693,3.4518725338055676,2.546875,212.2890625,False
50000,14.966540642344116,4.3172872132878775,3.4921875,228.01953125,False
60000,14.723221901655405,4.7746807005127545,4.22265625,226.64453125,False
70000,14.757696379260581,5.036133721333219,4.6953125,233.1796875,False
80000,14.783548914806094,5.113901357635851,5.328125,236.39453125,False
90000,14.695010446475354,5.533685252093085,6.046875,240.921875,False
100000,14.460574541934822,5.580015385895224,6.40234375,240.625,False
