n_enc,ave_score_correct,ave_score_wrong_min,ave_n_ineff_ef,ave_rank,attacked
10,2.3933403600037852,0.08803075887044115,0.19140625,128.21875,False
20,3.0404360346374757,0.16757559261597277,0.26953125,128.40234375,False
30,5.0020986349913,0.5221526503861442,0.5234375,126.8515625,False
40,6.225878609946083,0.8474079779279567,0.734375,131.76171875,False
50,6.898052423166607,0.9212154750505899,0.79296875,128.39453125,False
60,7.5357831557366115,1.291748732700741,0.99609375,126.61328125,False
70,8.083390673265757,1.505846993213134,1.13671875,133.609375,False
80,8.78487623137451,1.8001001953856324,1.28125,127.67578125,False
90,9.48522900655549,1.9841962434769427,1.48828125,126.6875,False
100,9.818671298636808,2.6225055606440897,1.8359375,125.98828125,False
200,11.072917429321938,4.251385398083378,3.45703125,128.94921875,False
300,10.6063083538095,5.235711133704776,5.16015625,121.83984375,False
400,10.668137396736673,5.776329727175182,6.59375,130.03125,False
500,10.301519880590588,6.145020277395507,8.39453125,125.9296875,False
600,10.211951407738125,6.322098889463306,10.11328125,132.26953125,False
700,10.041589251393924,6.449339646530948,11.3671875,130.9140625,False
800,9.760018980001151,6.57710470601315,13.61328125,126.265625,False
900,9.750222940535084,6.636427107062001,15.55078125,129.6640625,False
1000,9.644197058008494,6.707028050131754,16.71484375,129.98046875,False
2000,8.92328614677961,6.881872968086129,33.59375,123.09375,False
3000,8.525410903172496,6.887631832058129,50.4453125,120.42578125,False
4000,8.371546284433268,6.892533673026237,67.36328125,132.59375,False
5000,8.201951521740613,6.869093282783222,84.2734375,135.046875,False
6000,7.991828850775544,6.816376034493944,101.4921875,125.4296875,False
7000,7.8945359740026575,6.804234265460098,118.6484375,130.515625,False
8000,7.772531909196539,6.761550677977346,134.48046875,120.64453125,False
9000,7.7493197921584285,6.748706422385634,152.34765625,136.95703125,False
10000,7.659049758435044,6.7328445533464345,167.01953125,128.8125,False
20000,7.246375317260915,6.623751996071167,336.96484375,121.45703125,False
30000,7.119289656503034,6.582741314140253,503.43359375,128.890625,False
40000,7.03499689321903,6.585942310251223,670.73046875,126.90234375,False
50000,6.999582911985618,6.585508961271787,841.5546875,133.08203125,False
60000,6.975741466938995,6.589094188718425,1005.42578125,134.234375,False
70000,6.943576336078751,6.596229731818259,1173.95703125,128.04296875,False
80000,6.927010094482669,6.601575686820431,1346.08984375,128.13671875,False
90000,6.909270000874489,6.612650866081496,1517.5234375,123.6328125,False
100000,6.8989436949272775,6.613721732427119,1677.48046875,122.82421875,False
